ca_volume,doc_id,granularity,scan,orig_page,tomo_leaf,savage_page,year,doc_date,date_text,date_confidence,author,recipient,place,people,places,themes,source_type,doc_type,detail,rating,ia_url,tomo,series,archive,summary,verified,cite
13,1,item,n0,—,,1,null,,—,inferred,—,,,,,—,Savage abstract,—,,0,https://archive.org/details/168036075_79_15_2/page/n0,XX,Provincial State Papers,BANC MSS C-A 13,"Title page — Provincial State Papers, Tomo XX, 1816–1822 (C-A 13)",,"Provincial State Papers, MS, tom. XX, p. —, Archives of California, BANC MSS C-A 13, Bancroft Library, University of California, Berkeley; Savage transcript p. 1 (original destroyed 1906; digitized scan n0)"
13,2,item,n1,i.1,,2,1816,1816-01-21,1816-01-21,exact,"Heredia y Vergara (Villahermosa, Tabasco)",Gov. of Californias,,,,admin; royal-order,Savage abstract,abstract,,0,https://archive.org/details/168036075_79_15_2/page/n1,XX,Provincial State Papers,BANC MSS C-A 13,Encloses printed *acta* of the Ayuntamiento affirming loyalty to the King per the Viceroy's *bando*; to distinguish loyal subjects from 'rebeldes y traidores',,"Provincial State Papers, MS, tom. XX, p. 1, Archives of California, BANC MSS C-A 13, Bancroft Library, University of California, Berkeley; Savage transcript p. 2 (original destroyed 1906; digitized scan n1)"
13,3,item,n1,i.5,,2–3,1816,1816-01-20,1816-01-20,exact,"Calleja (Viceroy, México)",Gov. Alta Calif.,,,,royal-order; legal,Savage abstract,abstract,,0,https://archive.org/details/168036075_79_15_2/page/n1,XX,Provincial State Papers,BANC MSS C-A 13,"Supreme Council of War orders captains-general / governors / judges to visit the jails on the eve of the three Pascuas (Christmas, Pentecost, Easter). Printed",,"Provincial State Papers, MS, tom. XX, p. 5, Archives of California, BANC MSS C-A 13, Bancroft Library, University of California, Berkeley; Savage transcript p. 2–3 (original destroyed 1906; digitized scan n1)"
13,4,item,n2,ms.8,,3–4,1816,1816-06-25,1816-06-25,exact,Luis Argüello (San Francisco),Gov. Solá,,,,defense; personnel; fiscal,Savage abstract,abstract,,0,https://archive.org/details/168036075_79_15_2/page/n2,XX,Provincial State Papers,BANC MSS C-A 13,Offers to watch & repel the *facciosos* (Buenos Aires insurgents) with armed force; reports the presidio's defense & munitions state; will use the San José militia; notes Magallanes & Baja Calif. events; Fort San Joaquín esplanade,,"Provincial State Papers, MS, tom. XX, p. ms.8, Archives of California, BANC MSS C-A 13, Bancroft Library, University of California, Berkeley; Savage transcript p. 3–4 (original destroyed 1906; digitized scan n2)"
13,5,item,n3,i.14,,4–5,1816,1816-02-26,1816-02-26,exact,Calleja (México),Gov. Alta Calif.,,,,fiscal; royal-order,Savage abstract,abstract,,0,https://archive.org/details/168036075_79_15_2/page/n3,XX,Provincial State Papers,BANC MSS C-A 13,"Printed salary-discount tariff (Treasury distress): 15%→20% retention scaled by salary (600 → 10,000+ pesos)",,"Provincial State Papers, MS, tom. XX, p. 14, Archives of California, BANC MSS C-A 13, Bancroft Library, University of California, Berkeley; Savage transcript p. 4–5 (original destroyed 1906; digitized scan n3)"
13,6,item,n4,i.19,,5,1816,1816-02-14,1816-02-14,exact,Calleja (México),Gov. Alta Calif.,,,,fiscal; royal-order,Savage abstract,abstract,,0,https://archive.org/details/168036075_79_15_2/page/n4,XX,Provincial State Papers,BANC MSS C-A 13,'Subvención Temporal de Guerra' — war subvention taken as *créditos*; paid preferentially to troops; employees over $300 pay ⅔,,"Provincial State Papers, MS, tom. XX, p. 19, Archives of California, BANC MSS C-A 13, Bancroft Library, University of California, Berkeley; Savage transcript p. 5 (original destroyed 1906; digitized scan n4)"
13,7,item,n4,i.23–24,,5,1816,,1816,year,Calleja,Gov.,,,,fiscal,Savage abstract,abstract,,0,https://archive.org/details/168036075_79_15_2/page/n4,XX,Provincial State Papers,BANC MSS C-A 13,On equity in paying employees across provinces given unequal revenues,,"Provincial State Papers, MS, tom. XX, p. 23–24, Archives of California, BANC MSS C-A 13, Bancroft Library, University of California, Berkeley; Savage transcript p. 5 (original destroyed 1906; digitized scan n4)"
13,8,item,n5,i.29–31,,6,1816,1816-04-16,1816-04-16,exact,Calleja (México),Gov. Alta Calif.,,,,russia; trade; royal-order,Savage abstract,abstract,,0,https://archive.org/details/168036075_79_15_2/page/n5,XX,Provincial State Papers,BANC MSS C-A 13,Approves the permit given to Kuskov (capt. of Russian schooner *Chirikov*) to put in at SF and barter goods for provisions — he carried the Bodega Russian-colony commandant's reply about leaving Spanish dominions; orders no communication with that colony and not to repeat the concession; presidio *memorias* held at Acapulco,,"Provincial State Papers, MS, tom. XX, p. 29–31, Archives of California, BANC MSS C-A 13, Bancroft Library, University of California, Berkeley; Savage transcript p. 6 (original destroyed 1906; digitized scan n5)"
13,9,item,n5,i.32–33,,6–7,1816,1816-04-16,1816-04-16,exact,Calleja (México),Gov. Alta Calif.,,,,russia; ships,Savage abstract,abstract,,0,https://archive.org/details/168036075_79_15_2/page/n5,XX,Provincial State Papers,BANC MSS C-A 13,Acknowledges news of the Russian ship *Suvorov* (*Suwarow*) arrival & watering; same ship the RAC directors had loaded in 1813; orders to learn why it came,,"Provincial State Papers, MS, tom. XX, p. 32–33, Archives of California, BANC MSS C-A 13, Bancroft Library, University of California, Berkeley; Savage transcript p. 6–7 (original destroyed 1906; digitized scan n5)"
13,10,item,n6,i.34–35,,7,1816,1816-04-25,1816-04-25,exact,Calleja (México),Gov. Alta Calif.,,,,fiscal; personnel; royal-order,Savage abstract,abstract,,0,https://archive.org/details/168036075_79_15_2/page/n6,XX,Provincial State Papers,BANC MSS C-A 13,Royal cédula: military *asignaciones* in the Indies paid preferentially to creditors/families — names the mother & widow of José García & Pedro García (Inf. Regt. captains),,"Provincial State Papers, MS, tom. XX, p. 34–35, Archives of California, BANC MSS C-A 13, Bancroft Library, University of California, Berkeley; Savage transcript p. 7 (original destroyed 1906; digitized scan n6)"
13,11,item,n7,i.37–38,,8,1816,1816-04-25,1816-04-25,exact,Calleja (México),Gov. Alta Calif.,,,,royal-order; environment; fiscal,Savage abstract,abstract,,0,https://archive.org/details/168036075_79_15_2/page/n7,XX,Provincial State Papers,BANC MSS C-A 13,Royal order to prevent the extinction of transport mules & carts (*acémilas y carros*): seize only the indispensable number in troop passports,,"Provincial State Papers, MS, tom. XX, p. 37–38, Archives of California, BANC MSS C-A 13, Bancroft Library, University of California, Berkeley; Savage transcript p. 8 (original destroyed 1906; digitized scan n7)"
13,12,item,n7,i.39–41,,8–9,1816,1816-04-25,1816-04-25,exact,Calleja (México),Gov. Alta Calif.,,,,royal-order; personnel,Savage abstract,abstract,,0,https://archive.org/details/168036075_79_15_2/page/n7,XX,Provincial State Papers,BANC MSS C-A 13,"Royal cédula reforming officer/chief uniforms (detailed hussar dress: sky-blue dolman, gold embroidery, shako)",,"Provincial State Papers, MS, tom. XX, p. 39–41, Archives of California, BANC MSS C-A 13, Bancroft Library, University of California, Berkeley; Savage transcript p. 8–9 (original destroyed 1906; digitized scan n7)"
13,13,item,n9–n17,i.39–57,,10–18,1816,1816-04-26,1816-04-26,exact,Calleja (México),Gov. Alta Calif.,,,,royal-order; personnel,Savage abstract,abstract,,0,https://archive.org/details/168036075_79_15_2/page/n9,XX,Provincial State Papers,BANC MSS C-A 13,"Long royal order on military uniform/dress (spans 9 scans): all ranks & cadets must wear rigorous uniform/insignia/arms, penalties, mustache/beard rules by corps; reproduces the foundational royal decrees of 17 Mar 1785 & 31 May 1785 on officer dress (Royal Guards, infantry, cavalry, dragoons, artillery, engineers); ends with the King's call for moderation against costly dress",,"Provincial State Papers, MS, tom. XX, p. 39–57, Archives of California, BANC MSS C-A 13, Bancroft Library, University of California, Berkeley; Savage transcript p. 10–18 (original destroyed 1906; digitized scan n9–n17)"
13,14,item,n18,i.58,,19,1816,1816-04-25,1816-04-25,exact,Calleja,Gov. Alta Calif.,,,,royal-order; personnel,Savage abstract,abstract,,0,https://archive.org/details/168036075_79_15_2/page/n18,XX,Provincial State Papers,BANC MSS C-A 13,Royal order extending the use of mustaches to the Royal Guards of Infantry & the Army (beyond the 20 Feb concession to Carabineros/cavalry/grenadiers),,"Provincial State Papers, MS, tom. XX, p. 58, Archives of California, BANC MSS C-A 13, Bancroft Library, University of California, Berkeley; Savage transcript p. 19 (original destroyed 1906; digitized scan n18)"
13,15,item,n18,i.59–61,,19–20,1816,1816-04-27,1816-04-27,exact,Calleja,Gov. Alta Calif.,,,,royal-order; personnel,Savage abstract,abstract,,0,https://archive.org/details/168036075_79_15_2/page/n18,XX,Provincial State Papers,BANC MSS C-A 13,"Royal order regulating which uniforms certain officers of various rank/arm may wear (Generals, Brigadiers, Coroneles, Real Cuerpo de Guardias)",,"Provincial State Papers, MS, tom. XX, p. 59–61, Archives of California, BANC MSS C-A 13, Bancroft Library, University of California, Berkeley; Savage transcript p. 19–20 (original destroyed 1906; digitized scan n18)"
13,16,item,n19,i.62–64,,20,1816,1816-04-27,1816-04-27,exact,Calleja,Gov. Alta Calif.,,,,royal-order; personnel,Savage abstract,abstract,,0,https://archive.org/details/168036075_79_15_2/page/n19,XX,Provincial State Papers,BANC MSS C-A 13,Royal order: army horses no longer marked by cutting the right ear (per 4 Feb 1776) but branded with regiment initials & number,,"Provincial State Papers, MS, tom. XX, p. 62–64, Archives of California, BANC MSS C-A 13, Bancroft Library, University of California, Berkeley; Savage transcript p. 20 (original destroyed 1906; digitized scan n19)"
13,17,item,n19,i.67,,20–21,1816,1816-08-05,1816-08-05,exact,Calleja,Gov. Alta Calif.,,,,fiscal; trade; royal-order,Savage abstract,abstract,,0,https://archive.org/details/168036075_79_15_2/page/n19,XX,Provincial State Papers,BANC MSS C-A 13,Declares the *avería* duty (6 per mil) on Mar del Sur seaborne goods belongs to the Consulado de Guadalajara; Consulado de México to collect 6 per mil,,"Provincial State Papers, MS, tom. XX, p. 67, Archives of California, BANC MSS C-A 13, Bancroft Library, University of California, Berkeley; Savage transcript p. 20–21 (original destroyed 1906; digitized scan n19)"
13,18,item,n20,i.70,,21,1816,1816-08-08,1816-08-08,exact,Calleja,Gov. Alta Calif.,,,,foreign-relations; royal-order,Savage abstract,abstract,,0,https://archive.org/details/168036075_79_15_2/page/n20,XX,Provincial State Papers,BANC MSS C-A 13,"Bando granting the faculty to arm *en corso* (privateering) against the insurgents (per royal order 16 Feb); copyist notes the bando is on folios 71–77, uncopiable (bad binding)",,"Provincial State Papers, MS, tom. XX, p. 70, Archives of California, BANC MSS C-A 13, Bancroft Library, University of California, Berkeley; Savage transcript p. 21 (original destroyed 1906; digitized scan n20)"
13,19,item,n21,i.78–80,,22,1816,1816-08-23,1816-08-23,exact,Calleja,Gov. Alta Calif.,,,,trade; royal-order,Savage abstract,abstract,,0,https://archive.org/details/168036075_79_15_2/page/n21,XX,Provincial State Papers,BANC MSS C-A 13,Bando of 2 royal orders (22 Nov 1813 & 18 Jan 1816): opening the Mar del Sur ports of Tonalá & Tapachula duty-free for 10 years for interim commerce,,"Provincial State Papers, MS, tom. XX, p. 78–80, Archives of California, BANC MSS C-A 13, Bancroft Library, University of California, Berkeley; Savage transcript p. 22 (original destroyed 1906; digitized scan n21)"
13,20,item,n22,i.87–88,,23,1816,1816-08-24,1816-08-24,exact,Calleja,Gov. Alta Calif.,,,,ships; trade; admin,Savage abstract,abstract,,0,https://archive.org/details/168036075_79_15_2/page/n22,XX,Provincial State Papers,BANC MSS C-A 13,"The brigantine *San Carlos* (San Blas → Acapulco, provisions & powder) will carry the *memorias de efectos* on to California",,"Provincial State Papers, MS, tom. XX, p. 87–88, Archives of California, BANC MSS C-A 13, Bancroft Library, University of California, Berkeley; Savage transcript p. 23 (original destroyed 1906; digitized scan n22)"
13,21,item,n22,i.?,,23,1816,1816-11-06,1816-11-06,exact,Apoderado,Gov. Alta Calif.,,,,fiscal; personnel,Savage abstract,abstract,,0,https://archive.org/details/168036075_79_15_2/page/n22,XX,Provincial State Papers,BANC MSS C-A 13,"Denies Manuel Quijano's request for Armada rations for his wife & 2 daughters (San Blas → Peninsula transport), tied to a failed *permuta* with the surgeon José Benito",,"Provincial State Papers, MS, tom. XX, p. ?, Archives of California, BANC MSS C-A 13, Bancroft Library, University of California, Berkeley; Savage transcript p. 23 (original destroyed 1906; digitized scan n22)"
13,22,item,n22,i.86–88,,23–24,1816,1816-11-21,1816-11-21,exact,Apoderado,Gov. Alta Calif.,,,,fiscal; admin,Savage abstract,abstract,,0,https://archive.org/details/168036075_79_15_2/page/n22,XX,Provincial State Papers,BANC MSS C-A 13,"Asks the Comandante general of Nueva Galicia to aid California with relief, given the scarcity among its inhabitants (province in penury)",,"Provincial State Papers, MS, tom. XX, p. 86–88, Archives of California, BANC MSS C-A 13, Bancroft Library, University of California, Berkeley; Savage transcript p. 23–24 (original destroyed 1906; digitized scan n22)"
13,23,item,n23,i.89–90,,24,1816,,1816-11-2?,inferred,Apoderado,Gov. Alta Calif.,,,,america; russia; ships; trade,Savage abstract,abstract,,0,https://archive.org/details/168036075_79_15_2/page/n23,XX,Provincial State Papers,BANC MSS C-A 13,"Approves hospitality given to the American frigate *Sultan*, which arrived at SF bound for the Russian establishment — watered, took provisions + 2 cattle & vegetables; urges compliance with the *arribadas* laws",,"Provincial State Papers, MS, tom. XX, p. 89–90, Archives of California, BANC MSS C-A 13, Bancroft Library, University of California, Berkeley; Savage transcript p. 24 (original destroyed 1906; digitized scan n23)"
13,24,item,n24,i.91–92,,25,1816,1816-11-25,1816-11-25,exact,Apoderado,Gov. Calif.,,,,russia; personnel,Savage abstract,abstract,,0,https://archive.org/details/168036075_79_15_2/page/n24,XX,Provincial State Papers,BANC MSS C-A 13,Approves aiding a Russian deserter from the Russian colony (gave him Armada ration),,"Provincial State Papers, MS, tom. XX, p. 91–92, Archives of California, BANC MSS C-A 13, Bancroft Library, University of California, Berkeley; Savage transcript p. 25 (original destroyed 1906; digitized scan n24)"
13,25,item,n24,i.93–94,,25,1816,1816-12-23,1816-12-23,exact,Apoderado,Gov. Alta Calif.,,,,fiscal; royal-order,Savage abstract,abstract,,0,https://archive.org/details/168036075_79_15_2/page/n24,XX,Provincial State Papers,BANC MSS C-A 13,"Superior Junta de Rl Hacienda ends the salary discount (new tariffs); orders gradual reintegration; revives *pensiones de casa*, horse-riding licences, coach & forced-lottery levies",,"Provincial State Papers, MS, tom. XX, p. 93–94, Archives of California, BANC MSS C-A 13, Bancroft Library, University of California, Berkeley; Savage transcript p. 25 (original destroyed 1906; digitized scan n24)"
13,26,item,n25,i.97–98,,26,1816,1816-11-29,1816-11-29,exact,Apoderado,Gov. Alta Calif.,,,,personnel; legal,Savage abstract,abstract,,0,https://archive.org/details/168036075_79_15_2/page/n25,XX,Provincial State Papers,BANC MSS C-A 13,"Orders the seditious soldiers Ignacio Zúñiga, Ramón Rubio, José Mª López & forzado Tomás Caneda freed but relocated to avoid bad example",,"Provincial State Papers, MS, tom. XX, p. 97–98, Archives of California, BANC MSS C-A 13, Bancroft Library, University of California, Berkeley; Savage transcript p. 26 (original destroyed 1906; digitized scan n25)"
13,27,item,n25,i.100–102,,26–27,1816,1816-12-05,1816-12-05,exact,Apoderado,Gov. Alta Calif.,,,,royal-order; admin,Savage abstract,abstract,,0,https://archive.org/details/168036075_79_15_2/page/n25,XX,Provincial State Papers,BANC MSS C-A 13,Royal cédula announcing the marriages of the King & the Infante to the Infantas of Brazil (Madrid 22 Mar 1816); published at Monterey 22 Jun 1817 (Estudillo),,"Provincial State Papers, MS, tom. XX, p. 100–102, Archives of California, BANC MSS C-A 13, Bancroft Library, University of California, Berkeley; Savage transcript p. 26–27 (original destroyed 1906; digitized scan n25)"
13,28,item,n26–n28,i.104–108,,27–29,1816,1816-10-21,1816-10-21,exact,"Gervasio Argüello (cadet, SF)",Gov. Solá,,,,russia; defense; ships; exploration,Savage abstract,abstract,,1,https://archive.org/details/168036075_79_15_2/page/n26,XX,Provincial State Papers,BANC MSS C-A 13,"Fort Ross reconnaissance: detailed report on the Russian establishment ~7 leagues N of Bodega — 130-vara square timber wall (~3 varas high) topped by a 6-point palisade, 2 octagonal bastions with gun-ports, 6 houses (37 rooms); 25 Russians + commander + ~80 Kodiak (*Codiaque*) Indians (living outside, hunting otter in cayucos); shipbuilding: a 24-vara *bergantín*, war-launches, 47 leather cayucos; Russians make no local-Indian conquests, some local women married to Kodiaks; encloses the Russian commander's *pliego*",,"Provincial State Papers, MS, tom. XX, p. 104–108, Archives of California, BANC MSS C-A 13, Bancroft Library, University of California, Berkeley; Savage transcript p. 27–29 (original destroyed 1906; digitized scan n26–n28)"
13,29,item,n28–n29,i.106,,29–30,1816,1816-11-23,1816-11-23,exact,"Otto von Kotzebue (aboard the *Rurik*, SF)",Gov. Solá,,,,russia; ships; exploration; foreign-relations,Savage abstract,original (French),,1,https://archive.org/details/168036075_79_15_2/page/n28,XX,Provincial State Papers,BANC MSS C-A 13,Letter (in French): entered SF to resupply provisions & communicate with the Russian establishment; thanks the governor; requests orders to dispatch a courier quickly. Signed O.V. Kotzebue,,"Provincial State Papers, MS, tom. XX, p. 106, Archives of California, BANC MSS C-A 13, Bancroft Library, University of California, Berkeley; Savage transcript p. 29–30 (original destroyed 1906; digitized scan n28–n29)"
13,30,item,n29–n33,"i.109–110,117",,30–33,1816,1816-10-23,1816-10-23,exact,Conference record: Gov. Solá / Kotzebue / Kuskov,,,,,russia; fort-ross; diplomacy; borderlands,Savage abstract,transcription,,1,https://archive.org/details/168036075_79_15_2/page/n29,XX,Provincial State Papers,BANC MSS C-A 13,"Solá–Kotzebue–Kuskov conference at SF Presidio. Kotzebue (*Rurik*) mediates; Spain demands Kuskov withdraw from Ross (8 leagues N of Bodega, est. ~5 yrs by Baranov); Kuskov admits residence, will vacate only on Baranov's order, will write the Emperor ('íntima alianza' Russia–Spain). Chamisso interpreter; Estudillo & Luis Argüello witnesses. Prior Viceroy/Arrillaga/J. Argüello demands went unanswered (forwarded to St. Petersburg). ⚠ internal date wrinkle (Kuskov arrives '25th,' doc concludes '23 Oct')",,"Provincial State Papers, MS, tom. XX, p. 109–110,117, Archives of California, BANC MSS C-A 13, Bancroft Library, University of California, Berkeley; Savage transcript p. 30–33 (original destroyed 1906; digitized scan n29–n33)"
13,31,item,n33–n34,i.118,,33–34,1816,1816-10-28,1816-10-28,exact,Kotzebue (aboard *Rurik*),Gov. Solá,,,,russia; fort-ross; deserters,Savage abstract,abstract (copy),,0,https://archive.org/details/168036075_79_15_2/page/n33,XX,Provincial State Papers,BANC MSS C-A 13,"Thanks & acknowledges receipt of 3 Russian deserters (Juan, Diego, Gregorio) from the RAC Bodega establishment; Cmdt. Luis Argüello sheltered/maintained them (one since Apr, two since Aug) free of charge. Signed in Russian script",,"Provincial State Papers, MS, tom. XX, p. 118, Archives of California, BANC MSS C-A 13, Bancroft Library, University of California, Berkeley; Savage transcript p. 33–34 (original destroyed 1906; digitized scan n33–n34)"
13,32,item,n34,i.118,,34,1816,1816-11-02,1816-11-02,exact,Luis Argüello (SF),Gov. Solá,,,,russia; ships; foreign-relations,Savage abstract,abstract (copy),,0,https://archive.org/details/168036075_79_15_2/page/n34,XX,Provincial State Papers,BANC MSS C-A 13,Reports the *Rurik* sailed suddenly/'violently' from SF; John Elliot de Castro embarked the day before; no receipt obtained for Elliot,,"Provincial State Papers, MS, tom. XX, p. 118, Archives of California, BANC MSS C-A 13, Bancroft Library, University of California, Berkeley; Savage transcript p. 34 (original destroyed 1906; digitized scan n34)"
13,33,item,n34–n36,i.119–120,,35–37 (fol. 119–120),1818,,1818 (⚠ 'Abril 5'/Nov),year,"interrogating officer 'de Ortega', Santa Ynés",,,,,bouchard; military-history; foreign-attack; prisoners,Savage abstract,transcription,,1,https://archive.org/details/168036075_79_15_2/page/n34,XX,Provincial State Papers,BANC MSS C-A 13,"Bouchard-raid prisoner deposition of Lt. William Taylor (Boston, 21): Bouchard's 2 ships, 235 crew, Monterey burned, 2 bronze guns taken, church spared, motive = refused provisions. = expanded Document 1 below; full transcription added to [[bouchard-raid-1818]]. ⚠ date contradiction flagged",,"Provincial State Papers, MS, tom. XX, p. 119–120, Archives of California, BANC MSS C-A 13, Bancroft Library, University of California, Berkeley; Savage transcript p. 35–37 (fol. 119–120) (original destroyed 1906; digitized scan n34–n36)"
13,34,item,n36–n38,i.?,,38 (fol. 121–122),1818,,1818 (⚠ 'Oct 5'; really Dec),year,,,Santa Ynés,,,bouchard; military-history; prisoners,Savage abstract,transcription,,0,https://archive.org/details/168036075_79_15_2/page/n36,XX,Provincial State Papers,BANC MSS C-A 13,"Bouchard-raid prisoner deposition of Martín Romero (Paraguay, 18; tailor pressed into service aboard 'La Gentila'). Names 2nd ship 'La Líberty/Libertad' under the American 'Medio Comodoro' (Peter Corney); crew of Moors, English, Portuguese, Americans, Andalusians, Argentines; *Chacabuco* split off for Lima. = expanded Document 2 below",,"Provincial State Papers, MS, tom. XX, p. ?, Archives of California, BANC MSS C-A 13, Bancroft Library, University of California, Berkeley; Savage transcript p. 38 (fol. 121–122) (original destroyed 1906; digitized scan n36–n38)"
13,35,item,n38–n39,i.?,,39,1818,1818-02-08,Savage: '1818-02-08' (⚠),exact,El Callao,,Peru,,,foreign-naval; insurgents; brown-1816; intelligence; peru,Savage abstract,transcription,,0,https://archive.org/details/168036075_79_15_2/page/n38,XX,Provincial State Papers,BANC MSS C-A 13,"Relación of the Buenos Aires ships off Callao — describes the siege/bombardment 23 Jan–3 Feb 1816 by 5 BA warships. ⚠ NOT Bouchard — this is the 1816 William (Guillermo) Brown Pacific expedition; Savage's header says '1818' but the content is 1816 (verbatim header kept, error noted). pp. 123–124",,"Provincial State Papers, MS, tom. XX, p. ?, Archives of California, BANC MSS C-A 13, Bancroft Library, University of California, Berkeley; Savage transcript p. 39 (original destroyed 1906; digitized scan n38–n39)"
13,36,item,n39,i.?,,39,1816,1816-02-08,1816-02-08,exact,Guayaquil,,,,,foreign-naval; insurgents; brown-1816; guayaquil,Savage abstract,abstract,,0,https://archive.org/details/168036075_79_15_2/page/n39,XX,Provincial State Papers,BANC MSS C-A 13,Relato of the BA warships at Guayaquil (8–19 Feb): they capitulate and hand over prizes & prisoners to ransom their commander Guillermo (William) Brown. pp. 125–126,,"Provincial State Papers, MS, tom. XX, p. ?, Archives of California, BANC MSS C-A 13, Bancroft Library, University of California, Berkeley; Savage transcript p. 39 (original destroyed 1906; digitized scan n39)"
13,37,item,n39–n40,i.127–129,,40,1816,1816-04-09,1816-04-09,exact,Intendencia de Guadalajara,,,,,fiscal; subsidy; situado,Savage abstract,abstract,,0,https://archive.org/details/168036075_79_15_2/page/n39,XX,Provincial State Papers,BANC MSS C-A 13,Intendant reports on Alta Calif. habilitado accounts; fiscal asks to limit the annual subsidy to both Californias; Asesor approves — Viceroy to fix the amount,,"Provincial State Papers, MS, tom. XX, p. 127–129, Archives of California, BANC MSS C-A 13, Bancroft Library, University of California, Berkeley; Savage transcript p. 40 (original destroyed 1906; digitized scan n39–n40)"
13,38,item,n40–n41,i.131–149,,41,1816,1816-07-15,1816-07-15,exact,México,,,,,trade; customs; fiscal,Savage abstract,abstract (printed),,0,https://archive.org/details/168036075_79_15_2/page/n40,XX,Provincial State Papers,BANC MSS C-A 13,"Customs instruction for collecting duties on Jamaica→Panama→Acapulco/San Blas & southern N.E. ports; full tariff schedule (alcabala, convoy, war, *avería*, *vales reales* duties). Signed Humara. 2 printed copies",,"Provincial State Papers, MS, tom. XX, p. 131–149, Archives of California, BANC MSS C-A 13, Bancroft Library, University of California, Berkeley; Savage transcript p. 41 (original destroyed 1906; digitized scan n40–n41)"
13,39,item,n41,i.149,,41,1816,1816-12-15,1816-12-15,exact,Guadalajara,,,,,mexico-independence; military; mainland,Savage abstract,abstract,,0,https://archive.org/details/168036075_79_15_2/page/n41,XX,Provincial State Papers,BANC MSS C-A 13,Mexican independence war: Luis Quintanar reports to Brig. Pedro Celestino Negrete the surrender (11 Dec 1816) of the fort Cuitlatlán (alias San Miguel),,"Provincial State Papers, MS, tom. XX, p. 149, Archives of California, BANC MSS C-A 13, Bancroft Library, University of California, Berkeley; Savage transcript p. 41 (original destroyed 1906; digitized scan n41)"
13,40,item,n41–n42,i.150–153,,42,1816,1816-02-29,1816-02-29,exact,San Francisco,,,,,supply; economy; missions; ships; san-francisco,Savage abstract,transcription,,0,https://archive.org/details/168036075_79_15_2/page/n41,XX,Provincial State Papers,BANC MSS C-A 13,Luis Argüello → Solá (omnibus): American schooner arrived w/ tools (requests axes); Sgt. Herrera to rejoin wife in N. Galicia; Fr. Ramón Abella proposes selling 200 mission cattle — Argüello urges each mission add 200 (→600) to found a Real Hacienda ranch to supply the presidio weekly; presidio launch destroyed in a storm (needs new one to haul timber); iron & steel scarce,,"Provincial State Papers, MS, tom. XX, p. 150–153, Archives of California, BANC MSS C-A 13, Bancroft Library, University of California, Berkeley; Savage transcript p. 42 (original destroyed 1906; digitized scan n41–n42)"
13,41,item,n42–n43,i.154–155,,43,1816,1816-02-29,1816-02-29,exact,San Francisco,,,,,indigenous; military; san-francisco; prisoners,Savage abstract,abstract,,0,https://archive.org/details/168036075_79_15_2/page/n42,XX,Provincial State Papers,BANC MSS C-A 13,Luis Argüello → Solá: reports the escape of 18 imprisoned Indians and the measures taken to recapture them,,"Provincial State Papers, MS, tom. XX, p. 154–155, Archives of California, BANC MSS C-A 13, Bancroft Library, University of California, Berkeley; Savage transcript p. 43 (original destroyed 1906; digitized scan n42–n43)"
13,42,item,n43–n44,i.156–158,,44,1816,,1816 (no date/place),year,—,,,,,admin; indigenous; missions; inspection,Savage abstract,abstract,,0,https://archive.org/details/168036075_79_15_2/page/n43,XX,Provincial State Papers,BANC MSS C-A 13,'Asuntos para el Ayudante Inspector' — admin omnibus: Indian punishments reclaimed; *cimarrones* heading to S. Vicente; Goycoechea's bid to use S. Luis Indians as paid fábrica labor (20 r./indio) denied; Fr. Luis Sales's request to move Mission S. Vicente denied pending Ortega's report; deceased-soldier accounts; inspection-report duties,,"Provincial State Papers, MS, tom. XX, p. 156–158, Archives of California, BANC MSS C-A 13, Bancroft Library, University of California, Berkeley; Savage transcript p. 44 (original destroyed 1906; digitized scan n43–n44)"
13,43,item,n44–n45,i.160–163,,45–46,1816,1816-02-29,1816-02-29,exact,San Francisco,,,,,defense; fortification; san-francisco; presidio-decay,Savage abstract,transcription,,0,https://archive.org/details/168036075_79_15_2/page/n44,XX,Provincial State Papers,BANC MSS C-A 13,"Luis Argüello → Solá: works on the esplanade of Fort San Joaquín — 200 beams cut, 500–600 boards milled, merlons raised, lime/mortar in hand; provisional chapel finished, first mass on the 25th; old chapel razed to foundations to rebuild next summer",,"Provincial State Papers, MS, tom. XX, p. 160–163, Archives of California, BANC MSS C-A 13, Bancroft Library, University of California, Berkeley; Savage transcript p. 45–46 (original destroyed 1906; digitized scan n44–n45)"
13,44,item,n45,i.164–165,,46,1816,1816-02-29,1816-02-29,exact,San Francisco,,,,,military; presidio-decay; indigenous-labor; moraga; san-francisco,Savage abstract,transcription,,0,https://archive.org/details/168036075_79_15_2/page/n45,XX,Provincial State Papers,BANC MSS C-A 13,Luis Argüello → Solá: sends Alf. Gabriel Moraga to inspect the S. José / Sta. Clara / Sta. Cruz detachments (delayed by rains); can't file the presidio troop return because nearly the whole garrison is occupied escorting/guarding prisoners hauling materials for the works,,"Provincial State Papers, MS, tom. XX, p. 164–165, Archives of California, BANC MSS C-A 13, Bancroft Library, University of California, Berkeley; Savage transcript p. 46 (original destroyed 1906; digitized scan n45)"
