record_id,ca_volume,doc_id,scan,ia_url,author,recipient,place,date,scan_pin,orig_page,savage_page,summary_fidelity,omissions,note
ca16-d50,16,50,n31,https://archive.org/details/168035972_79_18_2/page/n31,OK,NA,OK,OK,OK,PARTIAL,OK,PARTIAL,OK,"Leaf n31 (Savage stamp '32'), first entry, verbatim: ""+1795 Dic. 31. Loreto / Borica.   Dept.º de marina / (Seg.n informe de 1.º Feb. 1796) / 1 Carpintero, 1 Calafate, 1 Herrero = / 1 Patron, 2 arraez, 1 guardian, 23 marineros = / Total 27 hombres = alg.s veces hubo que emplear 3 ó 4 marineros mas. / pp 159 – 87. 414 – 31."" Roster in the abstract matches item for item. orig_page PARTIAL: the record carries only ""159–87""; the leaf cites a SECOND range on the same line, ""414 – 31"" (written over a struck-through figure — the correction is visible at 3x), which the catalogue drops. summary_fidelity PARTIAL: ""(sometimes 30 sailors needed)"" misrenders ""alg.s veces hubo que emplear 3 ó 4 marineros mas"" — three or four sailors ABOVE the 23, i.e. 26–27 sailors (30–31 men), not 30 sailors. Author 'Gov. Borica' is a legitimate identification of the leaf's bare ""Borica""; no recipient named; stamp 32 correct. Omissions OK: the leaf's second entry is ca16-d51 (Monterey compañía presidial, pp 189–236…)."
ca16-d78,16,78,n48,https://archive.org/details/168035972_79_18_2/page/n48,OK,OK,OK,OK,OK,OK,OK,PARTIAL,OK,"Leaf n48 (Savage stamp '49'), first entry: ""+1796. En.º 2. Méx. / Man.l Carcaba – á Gob.r Borica. Memorias p.ª presidios / Le adjunta 4 facturas de efectos de la tierra y de Europa que dirigió á S.n Blas para su remision á las Cal.s á los habilitados respectivos. / p.ª Monterey – á cta del situado de $19854 …. $20578 — queda el presidio debiendo 723 / p.ª S.n Fran.co – á cuenta del situado de $9366 …. $8875 — Queda en favor del presidio 491 / p.ª Sta Bárb.ª – á c.ta del situado $14594 …. 13261.4 — Queda á favor del presidio 1332.6 / p.ª S.n Diego – á c.ta del situado $14157.4 …. $10882 — Quedan á favor del Presidio 3275 / pp 509 – 55."" Author, recipient (á Gob.r Borica), place, date, orig pp.509-55 and stamp 49 all correct; Monterey, SF and San Diego figures all correct. summary_fidelity PARTIAL: the Santa Bárbara situado is ""$ 14594"" on the leaf (verified at 2x on the line ""p.ª Sta Bárb.ª – á c.ta del situado $14594 …… 13261.4""), not the ""$14,574"" recorded. Omissions OK: the leaf's second entry is ca16-d79 (Borica, 'Destacam.to de artillería', pp 566-8)."
ca16-d195,16,195,n117–118,https://archive.org/details/168035972_79_18_2/page/n117,OK,NA,OK,OK,OK,OK,OK,WRONG,OK,"Leaves n117 (stamp '118') and n118 (stamp '119'). Header verbatim: ""+1799 = Loreto / Arrillaga, J.é Perez Fernandez, Fr. Vicente Belda, Vicario Prov.l y Jor.o / Jun 26.  —  pp 630 – 3. / Donativos á S.M."" and the document closes on n118: ""Estos donativos se hicieron en diferentes f.has y estan firmados p.r diferentes. / pp 630 – 58. / Fin del Tomo."" So author ('Gov. Arrillaga et al.' — honest compression of three named signatories), place, date 26 Jun 1799, orig 630–58, stamps 118–119 and the two-leaf span are all correct. summary_fidelity WRONG on three transcribed figures plus one dropped line: (1) ""Mis.s de la Ant.a Cal. … 469"" — catalogue records $467 (the terminal 9 is the same looped, descending 9 as in '109' and '519' two lines away); (2) ""Comp.a Volunt.s … 257"" — catalogue records $357 (first digit is the flat-based 2, matching the 2 of '242'; at 10x it is not a 3); (3) ""Destac.o de Artill.ª … 59"" — catalogue records $51 (second digit is unmistakably the looped 9, not a 1; the 1s on this leaf, e.g. '175', '1853', are plain slanted strokes); and (4) the line ""Vecinos de Mis.n Todos Santos . 53"" is in the leaf's donor list but absent from the abstract. The other nine amounts (109, 24, 257, 545, 1853, 242, 175, 375, 519) and the ""signed on various dates"" gloss are correct. Omissions OK: n117's first entry is ca16-d194 (Sta Bárbara company 1799, pp 570-3); n118 carries only this document's tail."
ca17-d13,17,13,n17,https://archive.org/details/168035972_79_19_2/page/n17,OK,NA,OK,OK,OK,OK,OK,PARTIAL,OK,"Leaf n17 (Savage stamp '18'), middle entry, verbatim: ""+1809 Dic. 31. S.n Fran.co / Ygnacio Argüello, Habilit.o – Rentas Especiales / Producto líquido del tabaco este año (p. 399) … $1397. – / \"" \"" de Correos \"" \"" (pp 406-7) 43. – / \"" \"" de diezmos \"" \"" (p 408) 69. – / \"" \"" de bulas \"" (p 374) …. 145. – / pp 374. 399. 406 – 8."" Author (Ygnacio = Ignacio, with rank Habilitado retained), place, date, orig pages (374, 399, 406–8) and stamp 18 all match; no recipient named. summary_fidelity PARTIAL: the diezmos figure on the leaf is ""69"" (6 then the looped 9, verified at 3x), not the ""$19"" catalogued; tabaco $1,397, correos $43 and bulas $145 are correct. Omissions OK: the leaf's top fragment is the tail of ca17-d12 (""Total de la data … pp 373-6"") and its third entry is ca17-d14 (Alférez Roca, Comp.ª de Milicias, 1809 Ag.to 25 La Soledad)."
ca17-d187,17,187,n143,https://archive.org/details/168035972_79_19_2/page/n143,PARTIAL,NA,OK,OK,OK,PARTIAL,OK,PARTIAL,OK,"Leaf n143 (Savage stamp '144'), second entry, verbatim: ""+1815 = 8bre 31 = S. Diego. / Ygnacio Martinez / — / Cta de la estafeta en todo el año / Cargo  516 reales. / Data, prod.o líquido 253.  \"" / pp 577-8."" Place, date (8bre 31 = 31 Oct 1815) and stamp 144 correct; no recipient named. author PARTIAL: the leaf gives the full ""Ygnacio Martinez"" (the sibling record ca17-d186 on the same leaf has 'Ignacio Martínez'); this record carries only the surname ""Martínez"". orig_page PARTIAL: the orig_page FIELD is empty although the leaf cites ""pp 577-8""; the value survives only inside the summary text (""Orig. pp.577–8""), so the structured field is unpopulated, not legitimately blank. summary_fidelity PARTIAL: cargo 516 r. is right (first digit is this hand's 5, identical to the 5 in '1085' and 'pp 562-3' on the same leaf), but the net is ""253"", not the ""353"" recorded — at 12x the first digit is the loop-and-baseline 2 of '286' three lines above, and it is visibly unlike the true 3 that ends the same figure. Omissions OK: n143's other entries are ca17-d186 (cattle account) and ca17-d188 (Solá borradores, p 582)."
ca18-d171,18,171,n200,https://archive.org/details/168035973_79_20/page/n200,OK,NA,OK,OK,OK,OK,PARTIAL,OK,OK,"Leaf n200 (Savage stamp '200' top right, quire mark '4'), second entry, verbatim: ""+1826 = Abril 12 = S. Diego. / Juan José Rocha, Sub.te y Juez Fiscal. / — / Sumaria contra el soldado Andres Verdugo por haber abandonado el puesto q.e tenía p.ª cuidar de la caballada. Escribano, Artillero Aniceto M. Zabaleta. / El fiscal opina q.e se le dé libertad, siendo suficiente castigo la prisión q.e ha tenido. / pp 534-48."" Author with rank (Subtte, fiscal), place, date and the abstract (including 'fiscal: release') are faithful. orig_page OK on the page component — the leaf cites ""pp 534-48"", matching 'LVIII.534–48'; the tomo number LVIII is not stated on this leaf and so is unverified here, not contradicted. savage_page PARTIAL: the field is empty, but the leaf carries a printed Savage stamp ""200"" that ought to be recorded. Omissions OK: the leaf's first entry is ca18-d170 (Argüello, Castro v. Ortega, pp 519-33)."
ca18-d249,18,249,n258,https://archive.org/details/168035973_79_20/page/n258,PARTIAL,NA,OK,OK,OK,OK,PARTIAL,PARTIAL,OK,"Leaf n258 (Savage stamp '257'), second entry, verbatim: ""+1827 Dic. 13 Mont. / José Estrada, Administ.r — Derechos marítimos / Adeudados en este puerto por los bergantines rusos Baycal, Ojotscat, y Golobin, y satisfechos por el sobrecargo Cirilo Klebnicoff. / 203 toneladas del Baycal á 2½$ … $507.4 / 140 @ del Ojotscat … 350.— / 140 @ del Golobin … 350.— / Derechos de importacion sobre $1302.5 valor de efectos á 25% … 325.5 / 2½% de averia sobre $1302 … 32.4.5 / $1565.3.5 / Derechos sobre efectos del Golobin valor de lo importado $1374.5 = 27½% … $378.— / pp 140 – 2."" Place, date, orig pp.140-2 (tomo LXII not stated on the leaf, so unverified there, not contradicted), the three tonnages and every duty figure are correct. author PARTIAL: the leaf's ""José Estrada, Administ.r"" loses its office in the record. savage_page PARTIAL: field empty although the leaf is stamped ""257"". summary_fidelity PARTIAL: the supercargo is ""Cirilo Klebnicoff"" on the leaf (Kirill Khlebnikov) — the record's ""Carlos Khlebnikov"" contradicts it; and the second brig is written ""Ojotscat"" (Okhotsk), not the record's ""Ofetcat[?]"", though that one is at least flagged as uncertain. 'Baikal' and 'Golovin' are acceptable normalisations of Baycal/Golobin. Omissions OK: the upper part of n258 is the tail of ca18-d248 (Franklin price list, ""pp 137 – 8"")."
ca19-d133,19,133,n149,https://archive.org/details/168035972_80_1_2/page/n149,OK,NA,OK,OK,OK,OK,OK,OK,OK,"Leaf read: 168035972_80_1_2 n149 (printed stamp ""146""). Entry 2 reads verbatim: ""+1830 = May 1º = Mont. / R del Pliego / Se componía esta compª de 42 hombres. Seguía agregado el Alfz M G Vallejo. / pp 701-2 (sic)"". Author on the leaf is the initial only (""R del Pliego""); expansion to Rodrigo is a standard abbreviation expansion and is not contradicted. No addressee anywhere in the entry, so the empty recipient is correct. Omissions: the headerless line at the top of n149, ""Santiago Cárdenas (aprehendido) paisano. / pp 694-5 (sic)"", is the tail of the Zamorano list of Solís defectors begun on n147 (identical ""Name (aprehendido) rank"" format as ""Diego Feliz (aprehendido) Cabª de Mont."" / ""Jé Cordero, paisano""), which IS catalogued as ca19-d131 — so no uncatalogued document sits on this leaf. (Incidental finding outside this record: d131's scan is recorded as n147 only, understating its span, and its orig_page 33–37 is the cross-reference ""Véase el tomo 76 (manuscº) pp 23-7"", not the document's own cite.) The third entry on n149 (""1830 = May 22 = Mont. / Pliego  Circular á los cabos de las escoltas desde la Soledad hasta Sn Luis Ob. ... pp 730-1 (sic)"") is ca19-d134."
ca19-d209,19,209,n379,https://archive.org/details/168035972_80_1_2/page/n379,OK,NA,OK,OK,OK,PARTIAL,OK,PARTIAL,OK,"Leaf read: 168035972_80_1_2 n379 (stamp ""374""). Heading verbatim: ""+1833 Mzo 3 Sta Bárbª / Juan M. Ibarra, Comandte —  Compª de Mazatlan"" (name exact; only the role label ""Comandte"" is dropped, which does not affect identification). No addressee — it is a strength return — so the empty recipient is correct. orig_page PARTIAL: the leaf foots the entry ""pp 537- 9. 546 - 58."" (verified at 2x magnification) — two discontinuous ranges, 537–539 and 546–558; the recorded ""537–558"" collapses them into one span and sweeps in pp.540–545, which the leaf does not cite. summary_fidelity PARTIAL: leaf reads ""Tente Ibarra, 1 Sargt. 1º, 2 Cabos 2º — 15 Solds } 19 hombres. En Febº lo mismo. Haberes ... en cada mes $320. De la Compª habia 5 Solds en Monterey, que devengaban mensualmte $87½."" The abstract omits the five soldiers of the company detached at Monterey at $87½/month, and hedges an exact figure as ""~$320"". Omissions OK: n379's three entries are d208 (Vallejo, pp 534-6), d209, d210 (Navarrete)."
ca20-d51,20,51,n67,https://archive.org/details/168035972_80_2_2/page/n67,OK,WRONG,PARTIAL,OK,OK,OK,OK,PARTIAL,OK,"Leaf read: 168035972_80_2_2 n67 (stamp ""68""). Heading verbatim (read at full resolution): ""+ 1833 = Mzo 7 = S. Diego. / Santiago Argüello á Fr. Antº Ansar Mtro de S. Luis Rey (S. Diego)  Copias."" recipient WRONG: the addressee is the Franciscan minister of San Luis Rey, Fr. Antonio Ansar/Anzar — a single named friar — not ""San Luis Rey alcaldes"". place PARTIAL: the dedicated field is empty although the leaf heads the entry ""S. Diego""; the datum is carried only parenthetically inside the author field. date OK: the day glyph is the long-tailed continental 7, visibly distinct from the closed-bowl 9 in the following entry's ""Mzo 9"" and in the foot ""pp 88-9."" (compared side by side at 8x). orig_page OK: foot reads ""pp 88-9."" summary_fidelity PARTIAL: leaf reads ""Son dos cartas; en una pide algunos víveres pª la guarnicn interinamte llega la gente qe espera pª hacer el pedido en regla, y en la otra, le pide contestacn á la antr pª dar parte al Comte Gral."" — ""provisions for the garrison [copies]"" covers only the first of the two letters. Omissions OK: n67's two entries are d51 and d52."
ca20-d458,20,458,n450,https://archive.org/details/168035972_80_2_2/page/n450,OK,OK,OK,OK,OK,OK,OK,OK,OK,"Leaf read: 168035972_80_2_2 n450 (dual stamps ""451"" and ""48"", matching the recorded 451/48). Heading verbatim: ""+1787 = Obre 13 = S. Diego / Jé de Zúñiga — al Tent Coronel Pedro Fáges."" (the leaf's abbreviation is ""Jé""; the catalogue's ""J.º"" is an equivalent abbreviation of José — same person, no substantive difference). Body checked word by word against the recorded quote: ""Le comunica qe mataron al Soldº licenciado Agustin Leiva qe había salido, con permiso, á recoger su ganado, en el mismo punto donde mataron al desertor Hermenegº; tiene preso á uno de los matadrs = Despachó al río de Sta Ana al cabo Macario en busca de cimarrones de Sn Juan, y trajó 18 hombs, 12 mugrs y 8 muchachos; los primrs estan trabajando en el Presº y los otros agregados á su Misn"", foot ""pp 114 - 116."" The ""8"" before muchachos was inspected at 10x (slanted two-loop numeral, bottom loop on the baseline) and supports the recorded 8 and the derived total of 38. Omissions OK: n450's other entry (""1787 = Enº 20 = Sn Diego / Zúñiga á Fáges = Sobre disposicns testamentarias del Alfz Jé Velasquez"") is ca20-d459."
ca20-d547,20,547,n506,https://archive.org/details/168035972_80_2_2/page/n506,OK,OK,OK,OK,OK,OK,OK,OK,OK,"Leaf read: 168035972_80_2_2 n506 (dual stamps ""507"" and ""29"", matching 507/29). Entry verbatim: ""+1840. Junio 26  Los Angeles / Santiago Argüello, Prefecto del 2º Distrito - al Secretº del Deptº. Mont. - Anuncia toma de posesion. / Cumpliendo con la órden del Exmo Sor Gobor de 30 de Mayo, despues de prestar el juramto, se hizo cargo de la Prefectura, con toda la solemnidad posible, á presencia de las personas de mas representn del pueblo y de una parte del vecindo. / pp 358-9"". Every recorded field, including the quoted abstract, matches the leaf. Omissions OK: the other content on n506 is the tail of the Gutierrez letter (ca20-d545, pp 273-6) and the 2 Feb 1836 Portilla return ""Total de oficiales y tropa. 32 hombres. pp 277-8"" (ca20-d546)."
ca20-d623,20,623,n540,https://archive.org/details/168035972_80_2_2/page/n540,OK,PARTIAL,OK,OK,OK,OK,OK,OK,OK,"Leaf read: 168035972_80_2_2 n540 (dual stamps ""541"" and ""63"", matching 541/63). Entry verbatim: ""+1827  Julio 11. Mont. / José Ma. Herrera, Admor Sub-principal de correos. — / Nombra á Joaqn Estudillo, Admor de correos de San Franco / pp 998-9"". recipient PARTIAL: the leaf gives no addressee for this entry — Estudillo is the appointee named in the body, not a stated recipient. That Savage records addressees when they exist is shown by the entry directly above on the same leaf, ""Admor Gen. de Correos Beltran — al Admor principal - Monterey"". The inference is substantively defensible (a nombramiento issued to Estudillo) but is not what the leaf states. All other fields match exactly. Omissions OK: n540's three entries are d622 (p 931), d623, d624 (p 1027)."
ca21-d156,21,156,n82,https://archive.org/details/168036074_80_3_2/page/n82,OK,NA,OK,OK,OK,WRONG,OK,OK,PARTIAL,"Leaves read: 168036074_80_3_2 n82 (printed stamp ""83"", ms ""82"") plus n81 for the governing header. n81 carries ""+1797 = S. Francisco / José Argüello (Sin direccion)"", which governs the dated sub-entries, so author, place and the empty recipient are all confirmed — the leaf literally says ""(Sin direccion)"". orig_page WRONG: on n82 the ""Julio 14"" entry is footed in the right margin ""p. 592-593 y 718 (por mala encuadernacion)"" (read at 3x). The recorded ""594–716"" is neither: 594–726 is the cite of the separate bracketed note lower on the same leaf, and even that is misread (the leaf plainly shows ""p. 594-726 (Doº = 13)"", not 716). summary_fidelity OK: leaf reads ""Que manda las cuentas de Raymundo Carrillo de Cargo y data por las cuales faltan $645, 2r 9gr que junto con $1301, 2r 9gr que tuvo dicho Raymundo de quiebra en fin de diciembre ppº, forma un descubierto de $1946, 5r. 7 gs."" omissions PARTIAL: the bracketed item ""(Cuentas de R. Carillo mencionadas en las 2 cartas que preceden) } — p. 594-726 (Doº = 13)"" carries its own content description, page range and document number but has no catalogue record of its own; the surrounding rows are d155 (590-591), d156, d157 (727-736), d158 (737-738). Its page cite was instead absorbed, garbled, into d156's orig_page."
ca21-d301,21,301,n150,https://archive.org/details/168036074_80_3_2/page/n150,OK,NA,OK,WRONG,OK,OK,OK,OK,OK,"Leaf read: 168036074_80_3_2 n150 (printed stamp ""151""). Heading verbatim, enlarged 3x for the year: ""+ 1820 = Marzo 4 = Aguascalientes. / Jacinto Lopez y Pimentel."" date WRONG: the leaf reads 1820, not 1830 — the third digit is an unmistakable 2 with a flat foot. Context corroborates: the preceding entry on the same leaf is ""1820 = Febrero 18 = Guadalajara"" and the following is ""1822 = Febrero 5 = San Francisco"", a chronological run that 1830 would break. (ca21-d300 carries the same 1830-for-1820 error.) Body verbatim: ""Factura de generos, certificada por el Habilitado Grâl. de California, sumando la cantidad de $5,617 = 2 rs"", foot ""pp = 384 = 85"" — matches the recorded II·384–385 and the abstract. No addressee on the leaf. Omissions OK: n150's three entries are d300, d301, d302."
ca22-d63,22,63,n48–n49,https://archive.org/details/168036074_80_4_2/page/n48,OK,OK,WRONG,OK,OK,WRONG,OK,PARTIAL,OK,"Leaves read: 168036074_80_4_2 n48 (stamp ""48"") and n49 (stamp ""49""). Heading verbatim: ""+ 1776 - Junio 20 - Loreto. / (Neve al Virey). Sobre el carácter de Indios y terrenos en el Colorado."" place WRONG: the field is empty although the leaf heads the entry ""Loreto"" and the record carries the place nowhere else. (This is systematic rather than isolated: 377 of ca22's 385 rows have an empty place.) orig_page WRONG: the document's own foot, on n49, reads ""p. 72."" — a single page, verified at 3x. ""70–72"" is the foot of the PRECEDING entry, ""+1776 - Junio 21 - Loreto ... pp. 70 - 72"" (= ca22-d62), duplicated onto this row; the following entry is footed ""p. 72 - 73"" (= d64). summary_fidelity PARTIAL: otherwise faithful — ""la docilidad y deseos de los Indios de las diversas naciones que habitan sus márgenes"", ""propias para toda clase de siembras, y especialmente pª cría de ganados"", ""expuestos á grandes avenidas, no faltan algunas mesas apropósito para situarse"", ""habiendo sido aquella parte demarcada pª los PP., hará todo lo posible pª el adelantamiento de esta conquista"" — but the leaf calls Anza ""el Tente Corl Juan Bautista de Anza"" (Teniente Coronel) and the abstract demotes him to ""Lt."" Omissions OK: n48–n49 carry three entries, all catalogued (d62, d63, d64)."
ca22-d2036,22,2036,n325–n326,https://archive.org/details/168036074_80_4_2/page/n325,OK,WRONG,WRONG,PARTIAL,OK,PARTIAL,PARTIAL,PARTIAL,WRONG,"Leaves read: 168036074_80_4_2 n325 (stamp ""324"") and n326 (stamp ""325""). recipient WRONG: the leaf reads ""+1785 Mayo 2 S. Gabl / Fages á Pedro Garrido"" (verified at 3x) — Pedro Garrido, not ""Pedro Parrilla""; the leaf's ""Murgártegui"" normalised to Mugártegui is fine. The third entry on n325, ""1785 Feb. 22 Monterey / Fages á José Zúñiga  Carta sin interes  p. 411-2"", is unlisted although its p.411 is the start of the recorded orig range. place WRONG: field empty; the three entries are headed ""Monterey"", ""San Diego"" and ""S. Gabl"", and the author gloss ""(SD/Monterey)"" omits San Gabriel, where the starred letter was written. date PARTIAL: year only, where the leaf dates the entries 1785 Feb. 22, 1785 Abl 22 and 1785 Mayo 2. orig_page PARTIAL: the Garrido letter's own foot, at the top of n326, reads ""p. 413 y 417-9""; the recorded II:411–413 omits 417–419. savage_page PARTIAL: n325 is stamped 324 and n326 is stamped 325, so the true range is 324–325; ""326"" is the stamp of n327, which lies outside this record's own scan span. summary_fidelity PARTIAL: ""Pide los Inventarios y Padrones de estas Misiones"" and the road reconnaissance are faithful, but the leaf reads ""el desemboque del Colorado que habitan los Cucupas, Cajuenes y Gualisamayas"" — the catalogue substitutes ""Jalchedunes"" for Gualisamayas. omissions WRONG: five further abstracted letters on n326 have no catalogue record anywhere in ca22 — ""1785 Jun. 1º Monterey / Fages á Pedro Aristegui / Original ... p. 414-6""; ""1785 Mayo 3 S. Gabl / Fages á su esposa Eulalia Callis  Carta sin interes  p. 419-420""; ""1784 Agtº 1º Monterey / Fages á Manl Ramon de Goya  Asuntos de dinero  p. 421-2""; ""+1785 Mayo 2 S. Gabl / Fages á Fr. Matias ... p. 423-4""; ""1785 Jun. 1º Monterey / Sigue el Poder de Fages á Aristegui por el cobro de sus pagas.  p. 426-7"". The next record, ca22-d2037, begins at n327 / orig II:431, so orig pp.414–427 are uncovered."
ca23-d110,23,110,n60,https://archive.org/details/168036074_80_5_2/page/n60,OK,OK,OK,OK,OK,OK,OK,PARTIAL,OK,"Leaf n60 (168036074_80_5_2) header: ""+ 1785 - Dic.e 7 - Mont. / Fages á P.e Cambon. Dificultades con P. Palou."" — author, recipient, place, date all confirmed. Top-right of n60 carries stamped (continuous Savage volume) page 61 + handwritten per-tomo leaf 60; recorded savage_page 61 = the stamped continuous number, correct per the project's own rule (ca-reading-checklist.md l.153). orig_page confirmed at the foot of n63: ""pp. 103-8"". SUMMARY PARTIAL — narrative substance is right but several quotations misread: (1) n60 reads ""lo encontró con un semblante sério y casi ceñudo"", NOT the catalogue's ""con un semblante tibio y casi fétido""; (2) n60 reads ""mandó tirar dos cañonazos al apearse y le acompañó al Portezuelo"" — ""Portezuelo"" is a place/little pass, not the catalogue's ""accompanied him in the little boat""; (3) n60 reads ""el exorto q.e mando al P. Pieras (Payeras?)"", catalogue has ""(Fageras?)""; (4) n61 reads ""q.e le atrajo la nota vulgar de Frailero; q.e ellos han correspondido mal á este cariño y p.r friolera le faltan á lo q.e le deben"" — catalogue has ""le atajó"" and ""pr frilera"", and glosses friolera (a trifle) as ""friar-partisanship""; (5) n62 reads ""es tan otro mi intento q.e poniendo los piés de todas V.s R.s en mi cabeza (sic)"" — catalogue has ""están otro mi intento"" and ""de todas Pᵈᵉˢ""; (6) the opening is inverted: n60 says ""p.r graves ocupaciones no pudo salir á recibir al P. Palou, p.r q.e al saber q.e venia envió dos soldados de vigias al Toro, q.e no le dieron aviso con t[iem]po"". Closing on n63 (""mi propia conciencia me justificará"") matches. No uncatalogued document on n60."
ca23-d239,23,239,n119,https://archive.org/details/168036074_80_5_2/page/n119,OK,PARTIAL,OK,OK,OK,OK,WRONG,OK,OK,"Leaf n119 (168036074_80_5_2) header: ""+ 1783 - Julio 3 - Loreto. / Fages á Fran.co Trillo Bermudes. Envio de un buque."" RECIPIENT PARTIAL — catalogue records ""Franco Trillo"", dropping the second surname ""Bermudes"" written on the leaf. SAVAGE_PAGE WRONG — n119's top right bears stamped 120 (the continuously running Savage volume page) and handwritten 118 (the per-tomo leaf number); the catalogue records ""118/119"", i.e. the per-tomo handwritten number of this leaf plus the next leaf's, not the Savage volume page. Under the catalogue's own dominant convention in this volume (61 at n60, 184 at n185, 234 at n235, 411 at n419, 414 at n422 — all stamped) ""118"" resolves to leaf n117. orig_page confirmed: abstract ends ""pp. 233-4"". Summary is faithful to ""Solicita la remision de un buque, p.a la conducción de granos de la Costa de Sonora, p.r no haberse recibido las remesas de México, ni de aquel Departam.to (debe ser S.n Blas); p.r no haber lanchas propias p.a la conducción, sino la 'S.ta Lucia'..."" — only embellishment is the rank ""Cap."" for Cañete, who the leaf calls ""D.n Joaquin Cañete"". Leaf also holds the tail of d238 (""pp. 222-3"") and the head of d240 (Fages al Virrey); both are catalogued."
ca23-d442,23,442,n185,https://archive.org/details/168036074_80_5_2/page/n185,OK,OK,OK,OK,OK,OK,OK,OK,PARTIAL,"Leaf n185 (168036074_80_5_2) header: ""+ 1783 - (S.n Fern.do / Fages á Com.te Gral."" The target entry reads ""„ „  (3 Doc).   pp. 395.6-"", dittoing the date from the preceding ""„ 3"" line, so 1783-11-03 is correct, orig_page p.395-6 is correct, and the summary (""'(3 Doc)' — no abstracts given by Savage"") is exactly what the leaf shows. savage_page 184 = the stamped continuous number at top right (handwritten per-tomo number is 182). OMISSIONS PARTIAL — the leaf's six list entries are: ""Nov.e 2 - (3 Docs) -   p. 393-""; ""„ „ - Que no hay ningun Curato en la Península... pp. 393-4-""; ""„ „ - (1 Doc.)  p. 394.""; ""„ 3 - Haber recibido copia certificada de Cédula 15 Feb.o... pp. 394-5.""; ""„ „ (3 Doc). pp. 395.6-""; ""„ „ Haber publicado Bando... p 397-"". Only five rows exist (d439–d443). The first entry, the three unabstracted documents of Nov 2 at p. 393, has no row of its own — it is only mentioned inside d439's summary — even though the identical construct ""(3 Doc)"" at pp.395-6 was given its own row (d442)."
ca23-d575,23,575,n235,https://archive.org/details/168036074_80_5_2/page/n235,OK,OK,OK,OK,OK,OK,OK,OK,OK,"Leaf n235 (168036074_80_5_2): ""1783 - Abril 27 - S.n Ign.o / Fages á P.e Hidalgo. / Avisa q.e Com.te Gral. en órden 28 Nov.e 82, le previene proceda al cobro de $1332 - 6 r.s 1 g.o q.e adeudan á R.l H.da. Misiones de S.n José del Cabo y Santiago.   pp. 532-3-"". Every field matches verbatim, including the quoted summary. savage_page 234 = the stamped continuous number at top right (handwritten per-tomo number is 232). The leaf carries three documents (Fages á P.e Juan Crisóstomo Gomez pp.531-2; this one; Fages á Nicolas Soler p.533) and all three are catalogued as d574/d575/d576."
ca23-d1181,23,1181,n419,https://archive.org/details/168036074_80_5_2/page/n419,OK,PARTIAL,PARTIAL,OK,OK,PARTIAL,OK,OK,OK,"Leaf n419 (168036074_80_5_2). The target entry sits under the leaf's THIRD block header, which reads ""+ 1795 = Mont. / Gob.r á Com.tes de Presidios"", and the entry itself is ""Agosto 6   Señales de buques de guerra.   p 270."" AUTHOR: the leaf says only ""Gob.r""; Borica is an editorial identification but a correct one (governor of Alta California from 1794), so OK. RECIPIENT PARTIAL — the leaf's header for this block has no numeral: ""Com.tes de Presidios"", whereas the catalogue records ""Comdtes de los 5 Presidios"" (the cataloguer does track the numeral elsewhere, recording ""4 Presidios"" for d1180). PLACE PARTIAL — field is blank although the block is headed ""Mont.""; the leaf does offer the datum, so this is not NA. ORIG_PAGE PARTIAL — the entry itself is cited ""p 270""; the recorded ""p.268-270"" is a block range copied across d1177–d1181. savage_page 411 = the stamped continuous number (handwritten per-tomo number is 135). Summary matches the leaf exactly. All five list entries on the leaf (Julio 13 p.268; Julio 21 gastos superfluos; Julio 19 donativo p.269; Julio 29 extracto de revista p.270; Agosto 6 p.270) are covered by d1177–d1181, so no uncatalogued document."
ca23-d1191,23,1191,n422,https://archive.org/details/168036074_80_5_2/page/n422,OK,OK,PARTIAL,OK,OK,PARTIAL,OK,OK,OK,"Leaf n422 (168036074_80_5_2), first block: ""+ 1795 = (Mont.) / Gob.r á Com.tes de los 5 Presidios."" followed by ""Octubre 17 -  Procedimiento en las causas.   p. 277."" Recipient matches the leaf exactly; author ""Gob.r"" = Borica (correct identification). PLACE PARTIAL — field blank although the block is headed ""(Mont.)"". ORIG_PAGE PARTIAL — the entry is cited ""p. 277""; the recorded ""p.277-278"" is a block range shared with d1192–d1194. savage_page 414 = the stamped continuous number (handwritten per-tomo number is 138). Summary ""Procedimiento en las causas."" is verbatim. The leaf's four entries all have rows (d1191–d1194), so no omission (note in passing that d1193's recorded 1795-10-26 does not match its block header ""Oct.re 24"", but that is a different record)."
